artist,lyrics
Linkin Park,/lyric/22009747/Linkin+Park/The+Messenger
Linkin Park,/lyric/22009746/Linkin+Park/New+Divide+%5BLive%5D%5B%2A%5D
Linkin Park,/lyric/24426038/Linkin+Park/The+Requiem
Linkin Park,/lyric/24426037/Linkin+Park/The+Radiance
Linkin Park,/lyric/24426036/Linkin+Park/Burning+in+the+Skies
Linkin Park,/lyric/24426034/Linkin+Park/When+They+Come+for+Me
Linkin Park,/lyric/24426033/Linkin+Park/Robot+Boy
Linkin Park,/lyric/24426032/Linkin+Park/Jornada+del+Muerto
Linkin Park,/lyric/24426031/Linkin+Park/Waiting+for+the+End
Linkin Park,/lyric/24426030/Linkin+Park/Blackout
Linkin Park,/lyric/24426028/Linkin+Park/Wisdom%2C+Justice%2C+and+Love
Linkin Park,/lyric/24426027/Linkin+Park/Iridescent
Linkin Park,/lyric/24426026/Linkin+Park/Fallout
Linkin Park,/lyric/24426025/Linkin+Park/The+Catalyst
Linkin Park,/lyric/24426024/Linkin+Park/The+Messenger
Linkin Park,/lyric/24426022/Linkin+Park/Waiting+for+the+End+%5BLive+in+Madrid%5D
Linkin Park,/lyric/24426021/Linkin+Park/Breaking+the+Habit+%5BLive+in+Madrid%5D
Linkin Park,/lyric/18847026/Linkin+Park/Across+the+Line+%5BDemo+2007%5D+%5B%23%5D%5BDemo+Version%5D
Linkin Park,/lyric/24400727/Linkin+Park/Waiting+For+the+End
Linkin Park,/lyric/20944693/Linkin+Park/Runaway
Linkin Park,/lyric/25270721/Linkin+Park/New+Divide
Linkin Park,/lyric/25270720/Linkin+Park/New+Divide+%5BInstrumental+Version%5D
Linkin Park,/lyric/25270719/Linkin+Park/New+Divide+%5BA+Cappella+Version%5D
Linkin Park,/lyric/17210625/Linkin+Park/New+Divide
Linkin Park,/lyric/16535566/Linkin+Park/Shadow+of+the+Day
Linkin Park,/lyric/16096726/Linkin+Park/What+I%27ve+Done
Linkin Park,/lyric/15132291/Linkin+Park/Given+Up
